ST	penA	mtrR	porB	ponA	gyrA	parC	23S	NG-STAR_CC
5227	19.001	25	12	1	21	43	100	3311
5228	19.001	47	3	1	100	17	100	433
5229	14.001	54	3	1	7	7	100	1586
5230	19.001	135	13	1	7	15	100	1096
5231	2.002	29	1	100	100	7	100	178
5232	19.001	16	1	100	7	15	100	53
5233	19.001	16	1	1	7	15	100	309
5234	14.001	365	1	100	100	7	2	178
5235	103.002	25	14	100	7	43	100	3589
5236	14.001	54	100	100	100	7	100	352
5237	2.014	10	13	100	100	20	100	4353
5238	2.002	115	100	100	1	22	1	1271
5239	19.001	38	12	1	7	6	100	309
5240	19.001	48	100	1	100	20	100	2072
5241	1.001	1	1	2	1	1	1	4492
5242	14.001	568	13	100	1	4	2	5508
5243	60.001	1	8	1	21	3	100	1143
5244	2.001	10	100	100	6	4	100	1367
5245	2.002	378	14	100	100	2	100	1958
5246	153.001	10	13	100	1	4	100	1771
5247	60.001	16	13	1	21	6	100	5077
5248	60.001	36	37	1	2	24	100	501
5249	2.064	69	100	100	100	2	100	1958
5250	2.065	40	3	100	7	4	100	427
5251	9.001	503	100	1	1	49	100	1054
5252	5.002	1	1	1	100	2	100	442
5253	14.001	18	3	100	7	188	100	362
5254	2.001	10	13	100	100	17	100	2082
5255	14.001	512	3	100	7	7	100	468
5256	2.002	38	100	100	7	3	100	436
5257	19.001	10	3	100	7	17	100	3477
5258	43.002	40	11	100	7	6	100	1340
5259	103.002	47	3	1	7	17	100	433
5260	103.002	24	3	1	7	15	100	4422
5261	9.001	346	14	1	1	20	100	960
5262	14.001	512	3	100	7	3	100	6761
5263	2.002	40	13	1	7	3	100	470
5264	5.021	39	3	1	7	3	100	2148
5265	258.001	39	11	100	100	100	100	213
5266	259.001	142	100	100	100	2	100	1400
5267	2.066	1	1	1	100	2	100	442
5268	2.067	10	100	100	100	2	100	1958
5269	5.002	569	8	1	7	3	6	1816
5270	2.001	570	54	100	100	100	100	213
5271	1.001	571	100	100	100	1	100	20
5272	14.001	572	3	100	100	2	100	520
5273	5.002	573	1	1	7	3	100	1615
5274	2.001	574	11	100	100	100	100	213
5275	2.002	575	3	1	7	3	100	73
5276	2.008	576	3	1	2	71	6	Ungroupable
5277	93.001	577	3	100	100	100	100	2655
5278	22.001	578	100	100	100	7	100	84
5279	68.001	579	100	100	1	2	100	Ungroupable
5280	1.005	5	100	100	100	1	79	20
5281	153.001	18	14	100	22	1	80	Ungroupable
5282	123.001	69	13	100	1	26	100	2726
5283	44.001	16	1	100	1	10	100	158
5284	5.002	9	1	1	7	3	100	1615
5285	34.007	40	14	100	7	4	100	1124
5286	9.001	1	3	1	1	3	100	127
5287	2.045	368	13	100	100	100	100	467
5288	2.001	9	100	100	100	1	100	845
5289	2.001	222	4	1	7	3	100	1969
5290	2.002	40	100	100	7	162	100	427
5291	43.002	130	100	100	7	6	100	1340
5292	2.001	39	3	100	7	3	100	1660
5293	2.001	39	11	1	7	4	100	168
5294	93.001	259	100	100	100	100	100	2655
5295	43.008	54	1	100	7	6	100	539
5296	5.002	40	100	100	7	3	100	436
5297	5.002	122	3	1	7	3	5	2148
5298	9.009	39	3	100	100	100	100	213
5299	5.002	222	1	1	47	3	100	1615
5300	5.002	39	3	100	7	3	100	2148
5301	166.001	40	3	100	7	4	100	427
5302	9.001	25	1	1	100	2	6	3035
5303	2.001	40	8	1	7	3	100	1869
5304	5.002	161	1	1	7	3	100	1615
5305	93.001	25	1	100	100	100	100	63
5306	5.002	122	100	100	7	6	100	1340
5307	43.002	122	1	100	100	6	100	1340
5308	13.001	19	8	100	1	9	100	38
5309	19.001	64	8	1	7	43	100	3311
5310	93.001	25	100	100	100	100	100	2655
5311	5.002	161	100	100	100	2	100	190
5312	15.001	62	100	100	100	7	100	1400
5313	2.001	54	1	100	100	2	100	63
5314	5.002	40	64	1	7	3	100	1615
5315	43.002	40	64	1	7	3	100	1869
5316	34.007	305	13	100	7	4	100	426
5317	5.002	356	1	1	7	3	100	1615
5318	2.001	15	1	1	100	2	100	442
5319	3.003	39	11	100	100	100	100	213
5320	34.007	40	100	100	100	2	100	1124
5321	1.001	6	100	100	100	1	100	20
5322	18.001	36	9	1	2	24	100	501
5323	2.001	1	1	1	7	138	100	1898
5324	2.002	18	14	100	7	41	100	1202
5325	34.007	38	100	1	7	4	100	1124
5326	2.001	89	1	100	7	3	100	3420
5327	2.002	122	14	100	7	6	100	1340
5328	43.002	39	100	100	7	6	100	1340
5329	2.001	407	1	100	7	3	100	3420
5330	1.019	5	100	100	100	1	100	20
5331	34.007	523	1	100	7	6	100	539
5332	2.001	89	1	100	100	100	100	63
5333	19.001	378	12	1	7	26	100	247
5334	2.001	1	3	100	7	3	100	1660
5335	103.002	38	12	1	7	15	100	309
5336	12.004	1	100	1	1	3	100	127
5337	5.002	40	1	1	7	100	100	1615
5338	22.001	14	14	100	100	2	100	1449
5339	2.001	9	100	100	7	3	100	1660
5340	17.001	122	3	1	7	3	100	2148
5341	260.001	222	14	1	7	3	100	1387
5342	5.002	122	13	1	7	188	100	1387
5343	5.002	521	14	1	7	3	100	1387
5344	72.001	9	1	100	7	3	100	3420
6840	14.001	10	3	1	1	49	100	1054
5345	2.002	554	1	1	100	2	100	442
5346	22.001	559	4	1	100	2	100	1115
5347	100.001	556	14	100	100	1	100	17
5348	2.002	555	8	100	100	2	100	4936
5349	22.001	559	14	1	100	2	100	1115
5350	100.018	560	14	100	100	1	100	1458
5351	100.019	54	100	100	100	2	100	1958
5352	100.018	557	14	100	100	1	100	Ungroupable
5353	2.001	48	13	1	7	20	100	2246
5354	19.001	301	100	1	7	3	100	309
5355	19.001	38	13	1	7	1	2	1096
5356	14.001	9	1	100	100	1	100	63
5357	5.001	1	8	1	7	3	2	199
5358	5.002	39	3	1	7	3	2	2148
5359	34.007	1	100	100	7	3	2	1660
5360	60.002	40	4	1	7	4	100	Ungroupable
5362	5.002	1	13	1	1	104	2	4392
5363	103.002	38	100	1	7	20	100	309
5364	2.002	38	4	1	7	3	1	2429
5365	2.001	39	100	100	7	4	2	168
5366	9.001	15	1	100	100	2	100	3043
5367	2.006	14	19	100	100	1	100	2018
5368	14.001	10	13	100	7	19	10	4353
5369	21.001	49	13	100	7	20	100	1662
5370	19.001	5	12	1	7	15	100	309
5371	34.007	54	13	100	7	20	100	6696
5372	34.007	40	100	100	7	4	2	1124
5373	14.001	19	3	1	7	3	2	416
5375	2.001	587	14	100	7	3	100	1660
5376	21.001	1	11	1	7	8	100	1118
5377	2.002	588	3	100	7	3	100	436
5378	44.001	130	3	100	100	2	100	520
5379	22.001	589	100	100	100	7	100	84
5380	93.001	590	3	100	100	100	100	2655
5381	2.002	89	100	100	7	189	100	719
5382	14.001	130	1	1	100	2	100	442
5383	38.002	39	11	100	100	100	100	213
5384	2.002	89	14	100	1	22	1	3409
5385	11.001	54	100	100	21	20	100	7319
5386	2.001	1	81	100	7	3	100	1660
5387	2.001	39	1	100	1	22	1	2906
5388	2.002	591	1	100	100	7	100	3901
5389	264.001	40	1	100	7	4	100	2206
5390	60.001	592	14	100	7	4	100	1203
5391	2.002	216	100	100	7	4	6	719
5392	9.001	10	3	100	2	46	100	6817
5393	2.001	39	1	100	7	4	65	168
5394	198.004	587	14	100	7	3	100	5375
5395	43.002	122	1	100	7	100	100	1340
5396	266.001	39	3	100	100	100	100	213
5397	2.001	594	13	1	7	3	100	517
5398	72.001	19	12	1	1	10	100	1216
5399	34.033	15	1	100	100	7	6	1061
5400	60.001	10	13	100	7	4	100	426
5401	34.001	9	3	100	7	3	100	3420
5402	18.001	1	100	1	7	2	100	428
5403	14.001	39	12	100	100	100	100	2885
5404	5.002	222	1	1	7	3	2	1615
5405	60.001	19	4	1	7	9	100	1151
5406	60.001	19	12	1	7	3	100	1143
5407	166.001	40	12	100	7	4	100	427
5408	34.019	307	12	1	7	3	100	199
5409	1.001	222	11	1	7	3	100	2431
5410	266.001	1	11	1	1	9	100	90
5702	22.001	10	100	1	100	2	100	190
5411	5.002	222	11	1	7	3	100	2431
5412	22.001	5	14	100	100	7	100	343
5413	2.001	40	1	1	7	3	1	1869
5414	2.001	40	14	1	7	3	100	1387
5415	14.001	39	35	100	100	100	100	2885
5416	2.002	598	100	100	7	4	100	719
5417	22.001	76	13	1	1	49	2	1518
5419	268.001	122	13	100	7	3	100	5780
5420	2.001	1	1	1	100	2	12	442
5421	269.001	361	100	100	100	2	100	1400
5422	3.003	593	100	100	7	100	100	6443
5423	5.002	597	14	1	7	3	100	1387
5424	5.022	1	13	1	1	3	2	4392
5425	76.006	25	3	100	100	100	1	182
5426	1.005	5	100	100	100	1	80	20
5427	101.001	600	8	1	2	4	2	1135
5428	14.001	130	14	1	100	2	100	432
5429	14.001	274	14	1	7	3	100	1387
5430	14.001	512	100	100	100	7	100	352
5431	15.001	15	100	100	100	2	100	1958
5432	15.001	5	100	100	63	2	100	1400
5433	19.001	261	14	1	7	3	100	3099
5434	19.001	40	1	1	7	3	2	1869
5435	19.001	47	3	1	7	191	100	433
5436	19.001	54	100	1	7	55	100	309
5437	2.001	1	1	1	100	190	100	442
5438	2.001	1	1	1	100	2	6	442
5439	2.001	1	13	100	7	3	100	1660
5440	2.001	274	1	100	100	100	100	63
5441	2.001	39	11	100	7	4	12	168
5442	2.001	40	1	1	7	1	100	1869
5443	2.001	54	3	100	1	10	100	3574
5444	2.001	570	100	100	100	100	100	845
5445	2.001	9	3	100	7	100	100	301
5446	2.068	9	3	100	100	100	100	301
5447	2.069	9	8	100	100	100	100	63
5448	267.001	39	11	100	7	4	100	168
5449	34.001	136	11	1	1	3	100	90
5450	5.002	122	8	100	7	3	100	199
5451	5.002	5	14	1	7	3	100	1387
5453	9.009	39	100	100	100	100	100	213
5454	2.002	163	100	100	1	102	100	1271
5455	2.002	40	13	100	7	7	100	426
5456	2.002	54	13	100	5	7	100	6945
5457	9.001	10	8	100	2	46	1	638
5458	5.023	122	3	1	7	3	100	2148
5459	2.001	39	3	100	64	100	100	213
5460	2.001	39	1	100	100	100	2	63
5461	44.001	122	3	1	1	10	100	158
5462	2.001	9	1	100	22	100	100	63
5463	2.001	9	100	100	100	175	100	845
5464	34.001	381	1	100	7	3	5	1818
5465	34.001	407	1	1	7	3	100	5536
5466	34.007	122	100	100	7	6	100	1340
5467	34.007	305	100	100	7	6	100	1124
5468	34.007	40	100	100	7	2	100	1124
5469	43.002	122	100	100	7	192	100	1340
5470	5.002	122	3	1	7	3	6	2148
5471	5.002	122	1	100	7	143	100	1615
5472	5.002	222	1	100	7	143	100	1969
5473	5.002	274	14	1	7	3	100	1387
5474	5.002	39	3	100	100	100	100	213
5475	5.002	446	1	1	7	3	100	1615
5476	93.001	259	1	100	100	100	100	2655
5477	93.001	259	3	100	100	100	12	2655
5478	94.001	599	100	100	10	2	2	1887
5479	14.001	130	3	100	100	2	2	520
5480	2.002	9	1	100	100	2	100	63
5481	34.007	122	13	100	7	3	100	4529
5482	34.007	122	8	100	7	6	100	1340
5483	43.002	122	9	100	7	6	100	1340
6841	14.001	10	11	100	1	22	100	1271
5484	43.002	39	1	100	7	4	100	168
5485	43.002	39	11	100	7	4	100	168
5486	5.002	122	1	1	7	6	100	1615
5487	9.001	10	8	100	2	46	13	638
5488	34.007	40	100	1	7	4	100	1124
5489	22.001	10	14	100	1	22	100	1362
5490	2.070	39	11	100	100	100	100	213
5491	14.021	130	3	100	100	2	100	520
5492	2.001	9	3	100	1	3	2	1819
5493	5.002	122	14	1	47	3	100	1387
5494	13.001	19	11	100	100	100	100	193
5495	5.002	40	100	1	7	4	100	1869
5496	14.001	9	3	100	100	100	100	301
5497	2.001	1	1	1	100	45	100	442
5498	2.008	54	4	1	7	22	100	6992
5499	2.001	203	1	1	100	1	100	2047
5500	166.001	1	1	1	100	2	100	442
5501	2.054	1	1	1	100	2	100	442
5502	2.001	330	14	1	100	100	100	754
5503	2.001	330	1	1	100	100	100	63
5504	19.001	69	100	100	7	20	100	7319
5505	166.001	402	6	100	7	4	100	3333
5506	166.001	402	1	100	7	4	100	2206
5507	166.001	42	100	100	10	2	100	231
5508	14.001	10	13	100	1	4	100	1771
5509	2.001	42	14	1	100	1	100	754
5510	153.001	18	100	100	100	1	100	1645
5512	2.002	54	14	100	1	100	100	577
5513	2.002	105	100	100	100	2	100	1958
5514	166.001	402	100	100	7	4	100	427
5515	166.001	40	14	100	7	4	100	427
5516	2.001	40	1	100	100	1	100	63
5517	34.007	54	13	100	7	4	100	426
5518	13.001	54	12	100	7	6	100	1220
5519	2.024	133	100	100	7	48	100	719
5520	18.001	5	31	1	7	3	100	428
5521	34.001	486	100	14	57	3	100	Ungroupable
5522	10.001	532	1	1	7	26	12	4874
5523	2.002	532	24	100	7	4	100	1804
5524	10.013	122	1	100	7	6	100	1340
5525	34.001	38	11	1	7	26	100	567
5526	60.001	89	14	100	7	4	100	719
5527	2.002	532	17	100	7	4	100	427
5528	43.002	122	100	100	7	6	12	1340
5529	10.001	486	100	1	7	26	100	2880
5530	10.001	38	11	1	7	26	100	567
5531	2.002	602	100	100	10	2	100	231
5532	10.001	1	7	1	7	3	100	199
5533	34.007	1	8	100	7	4	100	1124
5534	34.001	486	100	1	7	3	100	2359
5535	10.001	1	1	1	7	3	100	199
5536	34.001	1	8	1	7	3	100	199
5537	120.001	1	100	1	7	3	100	199
5538	270.001	25	8	1	7	43	100	3311
5539	19.001	18	19	1	7	2	100	1632
5541	271.001	40	3	100	7	4	100	427
5542	12.007	25	11	100	7	3	4	Ungroupable
5543	10.001	10	12	1	7	26	100	567
5544	34.034	9	100	100	100	6	100	845
5545	2.002	122	3	1	7	3	100	2148
5546	166.001	40	13	100	7	4	100	426
5547	272.001	222	1	1	7	3	100	1615
5548	2.002	9	1	100	7	3	100	436
5549	274.001	33	100	1	2	5	100	348
5550	2.001	1	1	1	7	138	2	5323
5551	2.002	40	100	100	7	3	6	436
5552	166.001	40	1	100	7	100	100	2206
5553	13.001	289	14	1	7	3	100	1179
5554	60.001	47	12	1	7	3	100	1143
5555	60.001	1	4	1	1	3	100	90
5556	60.001	22	8	1	34	24	100	2473
5557	60.001	89	100	1	7	3	1	5793
5558	60.001	1	100	13	7	3	100	233
5559	60.001	22	8	1	34	24	2	4903
5560	60.001	22	8	1	34	93	2	2473
5561	5.002	603	1	1	1	3	2	151
5562	3.003	39	100	100	7	3	100	1660
5563	34.007	40	11	100	7	25	100	1124
5564	34.007	274	1	100	7	4	100	1124
5565	13.001	122	100	1	7	3	100	1387
5566	34.007	305	100	100	100	4	100	1124
5567	34.007	512	3	100	7	3	100	6028
5568	34.001	9	11	100	7	3	100	3420
5569	34.001	1	11	1	1	9	100	90
5570	9.001	9	3	100	7	100	100	301
5571	2.001	15	3	1	100	2	100	442
5572	2.008	54	14	100	100	1	100	1749
5573	2.001	40	21	1	7	3	100	1869
5574	2.001	361	3	1	100	2	100	442
5575	237.001	47	100	1	7	78	100	1319
5576	44.001	16	10	1	7	45	100	158
5577	15.003	10	100	100	1	3	100	1271
5578	2.002	69	100	100	1	26	100	1271
5579	19.001	25	14	1	7	140	100	639
5580	9.001	10	13	100	2	46	100	638
5581	2.008	54	1	100	100	2	6	1749
5582	19.001	69	100	1	7	26	100	309
5583	2.001	18	13	1	7	3	100	517
5584	2.022	19	4	1	25	10	100	5584
5585	9.001	10	100	1	1	22	100	1054
5586	2.002	54	54	100	1	59	100	625
5587	10.001	54	100	100	7	20	100	7319
5588	208.001	532	17	100	7	4	100	5527
5589	14.002	15	100	100	100	7	6	1061
5590	14.002	29	1	100	100	3	100	178
5591	60.001	22	12	1	34	93	100	2473
5592	18.001	174	8	1	7	15	100	428
5593	60.001	54	14	100	7	20	100	6696
5594	2.002	122	100	1	7	3	100	1387
5595	44.001	282	1	1	1	10	100	158
5596	34.006	69	100	100	7	18	8	Ungroupable
5597	2.008	54	1	100	100	1	100	1645
5598	14.001	39	1	1	7	3	100	1615
5599	2.001	40	1	1	100	3	100	1869
5600	34.036	381	1	100	7	3	100	1818
5601	2.001	54	3	100	100	2	100	1958
5602	2.002	10	13	100	100	7	100	352
5603	2.002	10	13	100	7	4	100	426
5604	2.002	38	100	100	7	40	100	436
5605	9.001	10	37	100	7	103	100	4757
5606	19.001	166	100	1	7	131	100	455
5607	2.002	89	14	100	7	103	100	719
5608	2.001	5	3	100	2	40	100	5608
5609	2.008	346	100	1	2	131	6	5609
5610	2.001	54	3	100	2	10	100	Ungroupable
5611	2.002	89	13	100	7	40	100	719
5612	19.001	10	100	1	7	17	100	309
5613	2.001	54	14	100	2	40	100	5639
5614	2.002	54	100	100	100	7	100	1958
5615	19.001	10	100	1	7	131	100	309
5616	9.001	10	14	100	7	103	100	4757
5617	2.001	5	100	100	2	40	100	5608
5618	11.001	10	100	100	7	103	100	4757
5619	2.002	89	3	100	7	40	100	719
5620	9.001	10	3	1	7	103	100	4757
5621	2.002	89	100	100	7	40	100	719
5622	2.001	89	14	100	7	4	100	719
5623	2.001	54	100	100	1	49	100	3574
5624	19.001	166	100	1	7	49	100	1632
5625	2.002	54	100	100	2	10	100	1958
5626	19.001	54	37	1	7	26	100	1641
5627	2.002	89	100	100	7	49	100	719
5628	2.002	10	100	100	7	40	100	719
5629	2.002	1	13	100	1	10	100	4713
5630	11.001	10	100	1	7	103	100	4757
5631	19.001	89	100	100	7	17	100	719
5632	2.001	5	14	100	100	2	100	343
5633	19.001	5	14	1	7	40	100	2057
5634	2.002	89	37	100	7	26	100	719
5635	19.001	5	100	1	7	40	100	309
5636	103.001	89	3	1	7	131	100	Ungroupable
5637	2.001	5	100	100	7	40	100	1660
5638	2.001	5	100	1	7	40	100	2057
5639	2.001	54	14	100	7	40	100	3596
5640	2.001	89	37	100	7	26	100	2537
5641	22.001	76	14	1	1	49	100	4718
5642	2.002	69	3	100	7	4	100	719
5643	14.001	54	13	100	1	90	100	6857
5644	237.001	18	100	100	7	18	100	7499
5645	44.001	16	11	1	1	45	100	158
5646	34.001	9	1	100	7	3	2	3420
5647	43.002	1	14	100	7	3	100	1660
5648	19.001	47	13	1	7	78	100	2351
5649	5.002	1	37	1	1	3	100	127
5650	2.001	39	1	100	1	4	100	168
5651	12.001	35	3	1	1	8	100	209
5652	166.001	89	100	100	7	20	100	719
5653	19.001	1	3	1	7	43	100	6652
5654	19.001	222	100	1	7	3	100	2359
5655	2.002	18	100	100	7	22	100	436
5656	5.002	10	3	100	1	3	100	264
5657	237.001	1	100	1	7	25	100	2359
5658	60.001	19	11	1	21	15	100	Ungroupable
5659	60.001	22	11	1	34	93	100	2473
5660	60.001	1	11	13	7	3	100	233
5661	34.001	69	100	100	7	18	8	Ungroupable
5662	5.002	39	3	1	7	143	100	2148
5663	19.022	11	100	100	100	2	100	1958
5664	14.001	610	4	100	1	4	100	6839
5665	2.072	10	19	100	7	90	100	5195
5666	2.002	89	14	100	7	40	100	719
5667	19.001	607	37	1	7	26	100	567
5668	19.001	605	14	1	7	131	100	1223
5669	9.001	606	100	1	1	49	100	1054
5670	19.021	605	3	1	7	131	100	Ungroupable
5671	9.001	612	100	1	1	49	100	1054
5672	2.002	611	100	100	7	40	100	719
5673	277.001	1	14	1	1	22	100	958
5674	277.001	1	12	1	1	22	100	958
5675	277.001	1	3	1	1	22	100	958
5676	2.002	89	14	100	7	194	100	719
5677	2.001	54	13	100	1	196	100	3574
5678	9.001	10	100	100	7	195	100	4757
5679	277.001	1	100	1	1	22	100	958
5680	2.071	54	100	1	7	26	100	1641
5681	14.001	368	100	100	100	7	82	352
5682	15.003	275	14	100	65	26	100	Ungroupable
5683	2.014	54	13	1	66	20	100	1238
5684	19.001	47	3	1	7	193	100	433
5685	2.001	1	1	1	67	2	100	442
5686	2.073	42	100	100	10	2	100	231
5687	14.001	608	13	100	2	26	100	Ungroupable
5688	60.001	622	100	100	7	20	100	1676
5689	14.001	39	100	100	100	100	2	211
5690	14.001	10	3	100	1	20	100	5508
5691	184.001	48	3	100	14	7	12	Ungroupable
5692	2.001	5	100	100	7	3	100	1660
5693	2.002	604	1	100	7	4	100	427
5694	2.002	10	13	1	100	100	6	Ungroupable
5695	2.001	54	14	100	100	2	100	1958
5696	2.008	18	14	100	100	1	100	17
5697	14.001	430	14	1	100	7	100	288
5698	2.002	10	100	100	100	7	8	352
5699	2.001	54	3	100	100	1	100	301
5700	19.001	337	100	100	100	1	100	1645
5701	14.001	57	3	100	100	2	100	520
5703	19.001	42	100	100	100	1	100	1645
5704	22.001	9	12	1	100	2	100	1115
5705	22.001	163	100	1	100	2	100	1115
5706	22.001	57	100	1	100	2	100	1115
5707	14.001	18	100	100	100	1	100	42
5708	14.001	18	8	100	100	2	100	893
5709	19.001	512	100	100	100	1	100	1645
5710	2.002	81	13	100	100	2	100	1958
5711	12.001	54	100	1	100	7	100	311
5712	2.002	54	100	100	100	100	100	1958
6842	14.001	10	13	1	7	15	100	455
5713	34.001	122	100	1	7	3	83	3018
5714	198.005	532	17	100	7	4	100	5527
5715	10.001	609	11	1	7	26	12	Ungroupable
5716	276.001	89	14	100	7	4	100	719
5717	19.001	628	100	100	100	1	100	1645
5718	14.027	81	100	100	100	2	100	1958
5719	22.001	627	100	1	100	2	100	1115
5720	14.001	10	100	100	100	197	100	352
5721	19.001	631	100	100	100	1	100	1645
5722	14.001	10	3	100	100	197	100	42
5723	2.002	629	3	100	100	100	100	182
5724	14.027	81	14	100	100	2	100	645
5725	22.001	630	100	1	100	2	100	1115
5726	280.001	39	100	100	100	100	100	213
5727	281.001	222	1	1	7	3	100	1615
5728	5.002	597	1	1	7	3	100	1615
5729	282.001	222	1	1	7	3	100	1615
5730	18.001	36	16	1	2	24	2	501
5731	279.001	40	100	100	7	4	100	427
5732	5.024	122	3	1	7	3	100	2148
5733	34.007	305	3	100	100	4	100	4842
5734	34.001	1	11	100	1	3	2	90
5735	2.002	42	37	100	10	2	100	1958
5736	44.001	614	10	1	1	10	100	158
5737	2.002	39	3	100	100	100	2	2885
5738	2.001	130	3	100	100	100	2	182
5739	2.001	9	100	100	1	1	100	845
5740	2.001	40	1	100	7	3	100	1869
5741	2.001	222	100	1	7	3	75	3866
5742	2.001	39	100	100	100	3	100	213
5743	2.001	620	1	1	100	2	100	442
5744	2.001	9	1	100	7	1	100	63
5745	2.001	137	1	1	100	2	100	442
5746	2.001	39	4	100	7	4	100	168
5747	2.001	222	1	1	7	3	100	1615
5748	2.001	10	3	100	1	30	100	4825
5749	2.001	597	14	1	7	3	100	1387
5750	2.002	40	3	100	7	26	100	427
5751	2.002	618	1	100	100	7	100	3901
5752	2.002	40	1	1	7	3	100	1869
5753	2.002	616	4	100	100	7	100	2041
5754	2.002	615	3	100	100	2	100	893
5755	2.002	19	11	100	1	18	100	2209
5756	5.002	1	12	1	1	25	2	477
5757	5.002	40	10	1	7	3	100	1615
5758	5.002	222	100	100	7	1	100	5758
5759	5.002	222	11	1	7	1	100	2431
5760	5.002	39	1	1	7	2	100	1615
5761	5.002	15	1	1	1	23	100	151
5762	5.002	222	11	1	7	23	100	2431
5763	5.002	137	3	1	7	3	100	2148
5764	10.001	33	37	1	2	7	100	348
5765	12.001	10	100	1	1	3	100	26
5766	12.001	9	1	100	100	100	100	63
5767	13.001	19	100	100	1	9	100	38
5768	13.001	19	21	1	7	9	100	38
5769	14.001	621	3	100	7	100	2	Ungroupable
5770	14.001	47	3	1	7	113	100	433
5771	14.026	5	100	100	100	7	100	352
5772	19.001	159	3	1	7	26	100	567
5773	19.001	274	1	100	7	20	100	7313
5774	19.001	25	21	100	100	2	100	370
5775	19.001	38	46	1	7	26	100	567
5776	22.001	268	100	100	100	100	100	190
5777	34.001	1	21	1	1	3	100	90
5778	34.001	1	19	1	1	3	100	90
5779	34.007	1	1	100	7	3	100	1660
5780	34.007	40	13	100	7	3	100	426
5781	34.007	40	1	1	7	3	100	1615
5782	43.002	40	100	100	7	3	100	136
5783	44.001	16	10	1	1	71	100	158
5784	44.001	40	1	1	7	3	100	1615
5785	76.007	25	3	100	100	100	2	2655
5786	92.001	38	3	1	7	23	100	248
5787	93.001	25	31	100	100	100	2	2655
5788	94.001	613	100	100	10	2	100	231
5789	100.006	619	100	100	7	4	100	6987
5790	198.006	40	100	1	7	3	100	1869
5791	208.002	305	14	100	7	4	100	5285
5792	278.001	3	1	100	100	2	100	307
5793	60.001	89	13	1	7	3	1	5793
5794	15.001	62	82	100	100	2	100	1400
5795	2.002	626	13	100	100	2	100	5513
5796	2.074	54	100	1	7	20	100	1641
5797	215.002	33	100	1	2	5	100	348
5798	265.001	1	8	1	7	3	100	199
5799	60.001	623	14	100	1	20	100	7567
5800	67.005	624	100	100	7	3	100	436
5801	93.001	625	3	100	100	100	100	2655
5802	14.025	29	1	100	100	7	2	178
5803	91.001	512	3	100	7	3	100	5262
5804	2.001	39	11	100	7	26	1	5804
5805	12.001	35	100	1	100	1	100	311
5806	9.001	75	13	1	1	22	100	958
5807	22.001	76	100	1	100	2	100	1115
5808	14.028	10	100	100	100	7	100	352
5809	14.001	10	13	1	100	7	100	1586
5810	22.001	10	3	1	100	2	100	1115
5811	34.007	40	100	100	7	55	100	1124
5812	5.002	222	3	1	7	4	100	2148
5813	34.007	1	4	1	7	3	100	199
5814	5.002	1	4	1	34	3	100	199
5815	13.001	1	100	1	21	3	100	1179
5816	5.014	1	11	1	7	47	100	1698
5817	2.002	54	100	100	7	4	100	1958
5818	19.001	18	14	1	7	102	100	1632
5819	14.001	10	14	100	1	49	100	1362
5820	14.001	171	100	100	1	22	100	1362
5821	2.008	40	100	100	7	4	100	427
5822	19.001	18	100	1	7	49	100	309
5823	9.001	10	100	100	1	22	100	1271
5824	14.001	10	13	1	1	2	100	1603
5825	2.001	39	13	100	61	100	1	2958
5826	14.001	641	3	100	100	100	100	2885
5827	5.002	105	1	1	7	3	100	1615
5828	14.002	15	14	100	100	26	6	1061
5829	10.001	38	16	1	7	26	100	309
5830	19.001	368	100	100	7	26	100	3348
5831	2.002	54	100	100	1	26	100	5817
5832	2.001	39	100	100	7	3	100	1660
5833	166.001	40	14	100	7	100	100	3333
5834	60.001	1	13	1	7	181	100	233
5835	60.001	1	16	1	7	3	100	1143
5836	60.001	1	8	1	7	181	100	1143
5837	60.001	1	16	1	7	181	100	233
5838	34.012	40	13	100	7	4	100	426
5839	223.002	587	14	100	7	3	100	5375
5840	34.007	40	60	100	7	4	100	1124
5841	34.007	9	1	100	7	4	100	1124
5842	60.001	1	21	1	7	3	77	233
5843	34.001	16	3	1	1	5	100	250
5844	10.001	89	100	100	7	5	100	719
5845	237.001	47	8	1	7	3	100	199
5846	92.001	1	21	1	7	23	100	Ungroupable
5847	13.002	25	21	1	7	3	100	1696
5848	21.001	40	4	1	7	4	100	2260
5849	10.001	89	100	100	7	4	100	719
5850	10.001	38	3	1	7	26	12	2880
5851	34.006	69	100	100	1	3	8	Ungroupable
7036	14.002	29	14	100	100	7	6	1061
5852	237.001	1	26	1	7	3	100	199
5853	10.001	47	31	1	34	5	100	Ungroupable
5854	27.002	89	4	100	34	5	100	Ungroupable
5855	34.001	1	3	100	7	20	100	5879
5856	72.001	16	11	1	1	10	100	158
5857	10.001	587	14	100	7	3	100	5375
5858	72.005	38	8	1	7	26	100	567
5859	34.007	40	100	1	7	3	100	1869
5860	34.001	130	21	100	1	3	100	1925
5861	13.002	1	48	1	7	3	100	199
5862	237.001	1	4	1	7	3	100	199
5863	265.001	1	8	1	7	5	100	199
5864	34.001	22	8	1	34	93	100	2473
5865	2.001	587	100	100	7	3	100	1660
5866	34.001	16	100	1	1	10	100	158
5867	237.002	40	21	100	7	23	100	Ungroupable
5868	18.001	25	100	1	7	43	100	3311
5869	237.001	1	100	1	7	3	100	199
5870	13.002	25	11	1	7	53	100	497
